#Wavelength (nm)	Absorption cross-section (cm2/molecule)
290.72	1.06E-18
290.73	1.09E-18
290.74	1.03E-18
290.75	9.97E-19
290.76	1.01E-18
290.76	9.90E-19
290.77	9.53E-19
290.78	9.59E-19
290.79	9.73E-19
290.80	9.40E-19
290.81	9.09E-19
290.81	9.18E-19
290.82	9.24E-19
290.83	9.14E-19
290.84	9.04E-19
290.85	8.75E-19
290.86	8.56E-19
290.86	8.48E-19
290.87	8.23E-19
290.88	8.25E-19
290.89	8.47E-19
290.90	8.43E-19
290.90	8.53E-19
290.91	8.73E-19
290.92	8.44E-19
290.93	7.82E-19
290.94	7.54E-19
290.95	7.62E-19
290.95	7.51E-19
290.96	7.29E-19
290.97	7.43E-19
290.98	7.88E-19
290.99	8.18E-19
290.99	8.05E-19
291.00	7.83E-19
291.01	7.86E-19
291.02	7.73E-19
291.03	7.35E-19
291.04	7.21E-19
291.04	7.19E-19
291.05	6.94E-19
291.06	6.90E-19
291.07	7.29E-19
291.08	7.45E-19
291.09	7.60E-19
291.09	7.71E-19
291.10	7.33E-19
291.11	7.27E-19
291.12	7.32E-19
291.13	7.07E-19
291.13	6.95E-19
291.14	6.78E-19
291.15	6.67E-19
291.16	6.78E-19
291.17	6.81E-19
291.18	6.85E-19
291.18	6.87E-19
291.19	6.81E-19
291.20	6.95E-19
291.21	6.81E-19
291.22	6.51E-19
291.22	6.49E-19
291.23	6.55E-19
291.24	6.63E-19
291.25	6.42E-19
291.26	6.14E-19
291.27	6.04E-19
291.27	6.03E-19
291.28	5.99E-19
291.29	5.85E-19
291.30	5.97E-19
291.31	6.04E-19
291.31	6.00E-19
291.32	6.20E-19
291.33	6.39E-19
291.34	6.37E-19
291.35	6.15E-19
291.36	6.15E-19
291.36	6.22E-19
291.37	6.21E-19
291.38	6.11E-19
291.39	5.77E-19
291.40	5.59E-19
291.41	5.54E-19
291.41	5.49E-19
291.42	5.46E-19
291.43	5.41E-19
291.44	5.37E-19
291.45	5.30E-19
291.45	5.30E-19
291.46	5.44E-19
291.47	5.52E-19
291.48	5.44E-19
291.49	5.50E-19
291.50	5.47E-19
291.50	5.37E-19
291.51	5.51E-19
291.52	5.57E-19
291.53	5.57E-19
291.54	5.60E-19
291.54	5.63E-19
291.55	5.55E-19
291.56	5.46E-19
291.57	5.42E-19
291.58	5.38E-19
291.59	5.49E-19
291.59	5.41E-19
291.60	5.32E-19
291.61	5.39E-19
291.62	5.53E-19
291.63	5.73E-19
291.64	5.77E-19
291.64	5.91E-19
291.65	6.01E-19
291.66	6.04E-19
291.67	6.26E-19
291.68	6.49E-19
291.68	6.46E-19
291.69	6.32E-19
291.70	6.50E-19
291.71	6.60E-19
291.72	6.51E-19
291.73	6.63E-19
291.73	6.75E-19
291.74	6.76E-19
291.75	6.69E-19
291.76	6.80E-19
291.77	6.94E-19
291.77	6.94E-19
291.78	7.08E-19
291.79	7.31E-19
291.80	7.48E-19
291.81	7.55E-19
291.82	7.64E-19
291.82	7.72E-19
291.83	7.73E-19
291.84	7.88E-19
291.85	8.00E-19
291.86	7.79E-19
291.86	7.70E-19
291.87	7.74E-19
291.88	7.50E-19
291.89	7.43E-19
291.90	7.49E-19
291.91	7.44E-19
291.91	7.52E-19
291.92	7.57E-19
291.93	7.63E-19
291.94	7.65E-19
291.95	7.56E-19
291.96	7.58E-19
291.96	7.60E-19
291.97	7.55E-19
291.98	7.52E-19
291.99	7.37E-19
292.00	7.13E-19
292.00	7.14E-19
292.01	7.39E-19
292.02	7.56E-19
292.03	7.58E-19
292.04	7.67E-19
292.05	7.76E-19
292.05	7.81E-19
292.06	7.94E-19
292.07	7.98E-19
292.08	7.84E-19
292.09	7.78E-19
292.09	8.01E-19
292.10	8.33E-19
292.11	8.42E-19
292.12	8.57E-19
292.13	8.95E-19
292.14	9.17E-19
292.14	9.06E-19
292.15	8.88E-19
292.16	8.89E-19
292.17	9.05E-19
292.18	9.34E-19
292.19	9.55E-19
292.19	9.33E-19
292.20	9.15E-19
292.21	9.26E-19
292.22	9.45E-19
292.23	9.71E-19
292.23	9.46E-19
292.24	9.36E-19
292.25	9.73E-19
292.26	9.42E-19
292.27	9.28E-19
292.28	9.52E-19
292.28	9.42E-19
292.29	9.49E-19
292.30	9.44E-19
292.31	9.29E-19
292.32	9.07E-19
292.32	9.08E-19
292.33	9.07E-19
292.34	8.86E-19
292.35	9.45E-19
292.36	9.71E-19
292.37	9.66E-19
292.37	9.85E-19
292.38	9.45E-19
292.39	9.36E-19
292.40	9.38E-19
292.41	9.33E-19
292.41	9.34E-19
292.42	9.10E-19
292.43	9.14E-19
292.44	9.30E-19
292.45	9.57E-19
292.46	9.61E-19
292.46	9.64E-19
292.47	9.97E-19
292.48	9.61E-19
292.49	9.38E-19
292.50	9.50E-19
292.51	9.15E-19
292.51	9.21E-19
292.52	9.20E-19
292.53	9.13E-19
292.54	9.26E-19
292.55	9.01E-19
292.55	9.30E-19
292.56	9.25E-19
292.57	8.87E-19
292.58	8.71E-19
292.59	8.39E-19
292.60	8.63E-19
292.60	8.41E-19
292.61	8.54E-19
292.62	8.78E-19
292.63	8.65E-19
292.64	9.11E-19
292.64	8.37E-19
292.65	8.42E-19
292.66	8.44E-19
292.67	7.79E-19
292.68	8.48E-19
292.69	8.04E-19
292.69	8.02E-19
292.70	8.43E-19
292.71	7.98E-19
292.72	8.01E-19
292.73	7.75E-19
292.74	7.94E-19
292.74	7.99E-19
292.75	7.76E-19
292.76	8.00E-19
292.77	7.99E-19
292.78	7.84E-19
292.78	7.98E-19
292.79	8.20E-19
292.80	7.59E-19
292.81	7.39E-19
292.82	7.66E-19
292.83	7.24E-19
292.83	6.97E-19
292.84	7.14E-19
292.85	7.25E-19
292.86	7.16E-19
292.87	7.12E-19
292.87	6.95E-19
292.88	6.91E-19
292.89	6.90E-19
292.90	6.90E-19
292.91	6.95E-19
292.92	6.72E-19
292.92	6.74E-19
292.93	6.62E-19
292.94	6.65E-19
292.95	6.82E-19
292.96	6.52E-19
292.96	6.49E-19
292.97	6.62E-19
292.98	6.72E-19
292.99	6.60E-19
293.00	6.39E-19
293.01	6.43E-19
293.01	6.39E-19
293.02	6.16E-19
293.03	5.97E-19
293.04	6.33E-19
293.05	6.48E-19
293.06	6.11E-19
293.06	5.92E-19
293.07	5.83E-19
293.08	5.79E-19
293.09	5.84E-19
293.10	5.88E-19
293.10	5.76E-19
293.11	5.79E-19
293.12	5.83E-19
293.13	5.55E-19
293.14	5.53E-19
293.15	5.79E-19
293.15	5.90E-19
293.16	5.86E-19
293.17	5.69E-19
293.18	5.52E-19
293.19	5.41E-19
293.19	5.30E-19
293.20	5.21E-19
293.21	5.27E-19
293.22	5.20E-19
293.23	5.03E-19
293.24	4.96E-19
293.24	4.88E-19
293.25	4.86E-19
293.26	4.97E-19
293.27	5.03E-19
293.28	4.97E-19
293.29	4.99E-19
293.29	5.23E-19
293.30	5.32E-19
293.31	5.23E-19
293.32	5.18E-19
293.33	5.03E-19
293.33	4.88E-19
293.34	4.86E-19
293.35	4.84E-19
293.36	4.85E-19
293.37	4.83E-19
293.38	4.79E-19
293.38	4.84E-19
293.39	4.85E-19
293.40	4.84E-19
293.41	5.01E-19
293.42	5.11E-19
293.42	5.00E-19
293.43	5.03E-19
293.44	5.10E-19
293.45	5.06E-19
293.46	5.15E-19
293.47	5.40E-19
293.47	5.40E-19
293.48	5.14E-19
293.49	5.14E-19
293.50	5.30E-19
293.51	5.32E-19
293.51	5.33E-19
293.52	5.38E-19
293.53	5.49E-19
293.54	5.51E-19
293.55	5.41E-19
293.56	5.51E-19
293.56	5.64E-19
293.57	5.58E-19
293.58	5.52E-19
293.59	5.45E-19
293.60	5.49E-19
293.61	5.50E-19
293.61	5.37E-19
293.62	5.40E-19
293.63	5.64E-19
293.64	5.95E-19
293.65	6.11E-19
293.65	6.13E-19
293.66	6.08E-19
293.67	6.21E-19
293.68	6.52E-19
293.69	6.48E-19
293.70	6.65E-19
293.70	6.84E-19
293.71	7.01E-19
293.72	7.44E-19
293.73	7.36E-19
293.74	7.54E-19
293.74	7.55E-19
293.75	7.28E-19
293.76	7.53E-19
293.77	7.59E-19
293.78	7.96E-19
293.79	8.84E-19
293.79	9.65E-19
293.80	1.01E-18
293.81	1.05E-18
293.82	1.06E-18
293.83	9.98E-19
293.84	9.84E-19
293.84	9.83E-19
293.85	9.40E-19
293.86	9.05E-19
293.87	8.94E-19
293.88	9.08E-19
293.88	8.77E-19
293.89	8.50E-19
293.90	8.74E-19
293.91	8.95E-19
293.92	9.09E-19
293.93	9.09E-19
293.93	9.37E-19
293.94	9.77E-19
293.95	9.54E-19
293.96	9.35E-19
293.97	9.59E-19
293.97	9.73E-19
293.98	9.68E-19
293.99	9.63E-19
294.00	9.59E-19
294.01	9.68E-19
294.02	9.99E-19
294.02	9.79E-19
294.03	9.26E-19
294.04	8.96E-19
294.05	8.77E-19
294.06	8.65E-19
294.06	8.35E-19
294.07	8.73E-19
294.08	9.03E-19
294.09	8.73E-19
294.10	9.12E-19
294.11	8.87E-19
294.11	8.35E-19
294.12	8.55E-19
294.13	8.54E-19
294.14	8.32E-19
294.15	8.50E-19
294.16	8.43E-19
294.16	7.88E-19
294.17	8.30E-19
294.18	8.44E-19
294.19	8.47E-19
294.20	9.01E-19
294.20	8.57E-19
294.21	8.29E-19
294.22	8.28E-19
294.23	8.50E-19
294.24	8.62E-19
294.25	8.43E-19
294.25	8.50E-19
294.26	8.54E-19
294.27	8.69E-19
294.28	8.89E-19
294.29	9.11E-19
294.29	9.13E-19
294.30	9.01E-19
294.31	8.83E-19
294.32	8.60E-19
294.33	8.71E-19
294.34	8.67E-19
294.34	8.71E-19
294.35	8.96E-19
294.36	8.95E-19
294.37	9.02E-19
294.38	9.27E-19
294.39	9.35E-19
294.39	9.29E-19
294.40	9.32E-19
294.41	9.48E-19
294.42	9.64E-19
294.43	9.66E-19
294.43	9.48E-19
294.44	9.51E-19
294.45	9.85E-19
294.46	9.70E-19
294.47	9.15E-19
294.48	9.07E-19
294.48	9.19E-19
294.49	9.10E-19
294.50	9.08E-19
294.51	9.07E-19
294.52	9.22E-19
294.52	9.52E-19
294.53	9.51E-19
294.54	9.18E-19
294.55	9.06E-19
294.56	9.29E-19
294.57	9.41E-19
294.57	9.77E-19
294.58	9.63E-19
294.59	8.94E-19
294.60	9.03E-19
294.61	8.80E-19
294.61	8.67E-19
294.62	8.72E-19
294.63	8.27E-19
294.64	8.34E-19
294.65	8.07E-19
294.66	7.96E-19
294.66	8.12E-19
294.67	7.73E-19
294.68	7.68E-19
294.69	7.67E-19
294.70	7.48E-19
294.71	7.60E-19
294.71	7.52E-19
294.72	7.39E-19
294.73	7.65E-19
294.74	7.41E-19
294.75	6.92E-19
294.75	6.86E-19
294.76	6.79E-19
294.77	6.64E-19
294.78	6.43E-19
294.79	6.37E-19
294.80	6.45E-19
294.80	6.41E-19
294.81	6.32E-19
294.82	6.42E-19
294.83	6.50E-19
294.84	6.35E-19
294.84	6.35E-19
294.85	6.41E-19
294.86	6.28E-19
294.87	6.33E-19
294.88	6.35E-19
294.89	6.10E-19
294.89	5.98E-19
294.90	5.92E-19
294.91	5.78E-19
294.92	5.75E-19
294.93	5.91E-19
294.94	5.78E-19
294.94	5.39E-19
294.95	5.59E-19
294.96	5.69E-19
294.97	5.51E-19
294.98	5.54E-19
294.98	5.46E-19
294.99	5.42E-19
295.00	5.41E-19
295.01	5.45E-19
295.02	5.40E-19
295.03	5.27E-19
295.03	5.42E-19
295.04	5.48E-19
295.05	5.38E-19
295.06	5.42E-19
295.07	5.39E-19
295.07	5.28E-19
295.08	5.21E-19
295.09	5.02E-19
295.10	4.92E-19
295.11	4.89E-19
295.12	4.86E-19
295.12	4.89E-19
295.13	4.83E-19
295.14	4.77E-19
295.15	4.68E-19
295.16	4.54E-19
295.16	4.48E-19
295.17	4.45E-19
295.18	4.52E-19
295.19	4.61E-19
295.20	4.57E-19
295.21	4.56E-19
295.21	4.59E-19
295.22	4.51E-19
295.23	4.42E-19
295.24	4.43E-19
295.25	4.44E-19
295.26	4.37E-19
295.26	4.26E-19
295.27	4.25E-19
295.28	4.27E-19
295.29	4.23E-19
295.30	4.25E-19
295.30	4.27E-19
295.31	4.23E-19
295.32	4.24E-19
295.33	4.16E-19
295.34	4.05E-19
295.35	4.05E-19
295.35	4.10E-19
295.36	4.17E-19
295.37	4.23E-19
295.38	4.21E-19
295.39	4.18E-19
295.39	4.26E-19
295.40	4.25E-19
295.41	4.26E-19
295.42	4.36E-19
295.43	4.39E-19
295.44	4.34E-19
295.44	4.27E-19
295.45	4.24E-19
295.46	4.32E-19
295.47	4.48E-19
295.48	4.45E-19
295.49	4.43E-19
295.49	4.45E-19
295.50	4.38E-19
295.51	4.36E-19
295.52	4.27E-19
295.53	4.27E-19
295.53	4.34E-19
295.54	4.32E-19
295.55	4.43E-19
295.56	4.58E-19
295.57	4.57E-19
295.58	4.64E-19
295.58	4.73E-19
295.59	4.76E-19
295.60	4.91E-19
295.61	5.07E-19
295.62	4.97E-19
295.62	5.04E-19
295.63	5.27E-19
295.64	5.10E-19
295.65	5.06E-19
295.66	5.18E-19
295.67	5.22E-19
295.67	5.53E-19
295.68	5.53E-19
295.69	5.61E-19
295.70	5.99E-19
295.71	5.88E-19
295.71	5.92E-19
295.72	6.21E-19
295.73	6.35E-19
295.74	6.36E-19
295.75	6.57E-19
295.76	7.09E-19
295.76	7.22E-19
295.77	7.09E-19
295.78	6.99E-19
295.79	6.80E-19
295.80	6.69E-19
295.81	6.89E-19
295.81	7.39E-19
295.82	7.67E-19
295.83	7.59E-19
295.84	7.85E-19
295.85	8.40E-19
295.85	8.37E-19
295.86	8.13E-19
295.87	8.42E-19
295.88	8.69E-19
295.89	8.65E-19
295.90	8.65E-19
295.90	8.64E-19
295.91	8.85E-19
295.92	9.16E-19
295.93	9.43E-19
295.94	9.79E-19
295.94	9.51E-19
295.95	9.28E-19
295.96	9.31E-19
295.97	9.11E-19
295.98	9.22E-19
295.99	9.42E-19
295.99	9.59E-19
296.00	9.07E-19
296.01	9.49E-19
296.02	1.00E-18
296.03	9.55E-19
296.04	9.62E-19
296.04	8.82E-19
296.05	9.04E-19
296.06	9.70E-19
296.07	9.58E-19
296.08	1.01E-18
296.08	1.03E-18
296.09	1.02E-18
296.10	1.04E-18
296.11	1.07E-18
296.12	1.07E-18
296.13	1.05E-18
296.13	1.03E-18
296.14	1.03E-18
296.15	1.06E-18
296.16	1.06E-18
296.17	1.03E-18
296.17	1.02E-18
296.18	1.02E-18
296.19	1.02E-18
296.20	1.02E-18
296.21	1.07E-18
296.22	1.13E-18
296.22	1.04E-18
296.23	1.01E-18
296.24	1.06E-18
296.25	9.69E-19
296.26	9.73E-19
296.26	9.99E-19
296.27	1.01E-18
296.28	1.03E-18
296.29	1.01E-18
296.30	9.53E-19
296.31	8.83E-19
296.31	9.35E-19
296.32	9.38E-19
296.33	9.32E-19
296.34	8.98E-19
296.35	8.53E-19
296.36	8.81E-19
296.36	8.74E-19
296.37	8.92E-19
296.38	9.13E-19
296.39	8.67E-19
296.40	8.27E-19
296.40	8.23E-19
296.41	8.13E-19
296.42	7.74E-19
296.43	7.51E-19
296.44	7.52E-19
296.45	7.53E-19
296.45	7.68E-19
296.46	7.76E-19
296.47	7.54E-19
296.48	7.54E-19
296.49	7.74E-19
296.49	7.63E-19
296.50	7.19E-19
296.51	7.00E-19
296.52	6.79E-19
296.53	6.37E-19
296.54	6.11E-19
296.54	6.29E-19
296.55	6.62E-19
296.56	6.59E-19
296.57	6.56E-19
296.58	6.38E-19
296.59	6.51E-19
296.59	6.60E-19
296.60	6.37E-19
296.61	6.48E-19
296.62	6.61E-19
296.63	6.52E-19
296.63	6.05E-19
296.64	5.62E-19
296.65	5.51E-19
296.66	5.38E-19
296.67	5.45E-19
296.68	5.67E-19
296.68	5.62E-19
296.69	5.48E-19
296.70	5.52E-19
296.71	5.65E-19
296.72	5.70E-19
296.72	5.53E-19
296.73	5.46E-19
296.74	5.63E-19
296.75	5.74E-19
296.76	5.57E-19
296.77	5.36E-19
296.77	5.33E-19
296.78	5.23E-19
296.79	5.12E-19
296.80	5.39E-19
296.81	5.43E-19
296.81	5.16E-19
296.82	5.12E-19
296.83	5.15E-19
296.84	5.29E-19
296.85	5.24E-19
296.86	5.08E-19
296.86	5.10E-19
296.87	5.17E-19
296.88	5.26E-19
296.89	5.20E-19
296.90	5.23E-19
296.91	5.30E-19
296.91	5.13E-19
296.92	5.05E-19
296.93	5.11E-19
296.94	5.11E-19
296.95	5.10E-19
296.95	4.92E-19
296.96	4.89E-19
296.97	5.06E-19
296.98	4.90E-19
296.99	4.88E-19
297.00	4.92E-19
297.00	4.81E-19
297.01	4.60E-19
297.02	4.26E-19
297.03	4.39E-19
297.04	4.31E-19
297.04	4.04E-19
297.05	4.20E-19
297.06	4.10E-19
297.07	4.00E-19
297.08	4.08E-19
297.09	3.97E-19
297.09	3.84E-19
297.10	3.83E-19
297.11	3.75E-19
297.12	3.72E-19
297.13	3.78E-19
297.14	3.79E-19
297.14	3.82E-19
297.15	3.88E-19
297.16	3.82E-19
297.17	3.70E-19
297.18	3.58E-19
297.18	3.49E-19
297.19	3.45E-19
297.20	3.34E-19
297.21	3.30E-19
297.22	3.43E-19
297.23	3.39E-19
297.23	3.44E-19
297.24	3.57E-19
297.25	3.48E-19
297.26	3.34E-19
297.27	3.19E-19
297.27	3.25E-19
297.28	3.28E-19
297.29	3.19E-19
297.30	3.14E-19
297.31	3.14E-19
297.32	3.22E-19
297.32	3.13E-19
297.33	3.09E-19
297.34	3.08E-19
297.35	3.03E-19
297.36	3.06E-19
297.36	3.09E-19
297.37	3.11E-19
297.38	3.11E-19
297.39	3.05E-19
297.40	3.03E-19
297.41	3.06E-19
297.41	3.02E-19
297.42	3.05E-19
297.43	3.12E-19
297.44	3.18E-19
297.45	3.17E-19
297.46	3.10E-19
297.46	3.21E-19
297.47	3.23E-19
297.48	3.30E-19
297.49	3.47E-19
297.50	3.42E-19
297.50	3.41E-19
297.51	3.31E-19
297.52	3.22E-19
297.53	3.34E-19
297.54	3.46E-19
297.55	3.56E-19
297.55	3.63E-19
297.56	3.72E-19
297.57	3.86E-19
297.58	3.98E-19
297.59	4.07E-19
297.59	4.12E-19
297.60	4.15E-19
297.61	4.24E-19
297.62	4.23E-19
297.63	4.12E-19
297.64	4.13E-19
297.64	4.25E-19
297.65	4.29E-19
297.66	4.30E-19
297.67	4.40E-19
297.68	4.51E-19
297.69	4.72E-19
297.69	4.88E-19
297.70	4.74E-19
297.71	4.78E-19
297.72	4.98E-19
297.73	5.18E-19
297.73	5.38E-19
297.74	5.48E-19
297.75	5.57E-19
297.76	5.74E-19
297.77	6.03E-19
297.78	6.32E-19
297.78	6.59E-19
297.79	7.03E-19
297.80	7.54E-19
297.81	7.85E-19
297.82	7.98E-19
297.82	8.05E-19
297.83	7.99E-19
297.84	7.93E-19
297.85	8.13E-19
297.86	8.63E-19
297.87	8.94E-19
297.87	8.44E-19
297.88	8.37E-19
297.89	9.12E-19
297.90	9.37E-19
297.91	9.49E-19
297.91	9.63E-19
297.92	1.01E-18
297.93	9.97E-19
297.94	9.52E-19
297.95	9.90E-19
297.96	9.96E-19
297.96	9.88E-19
297.97	1.00E-18
297.98	1.00E-18
297.99	1.03E-18
298.00	1.04E-18
298.01	1.03E-18
298.01	1.04E-18
298.02	1.03E-18
298.03	9.83E-19
298.04	9.71E-19
298.05	9.69E-19
298.05	9.79E-19
298.06	1.00E-18
298.07	9.79E-19
298.08	9.53E-19
298.09	9.30E-19
298.10	9.32E-19
298.10	9.39E-19
298.11	9.39E-19
298.12	9.40E-19
298.13	9.01E-19
298.14	9.09E-19
298.14	9.52E-19
298.15	9.57E-19
298.16	9.48E-19
298.17	9.24E-19
298.18	9.13E-19
298.19	9.20E-19
298.19	9.15E-19
298.20	9.15E-19
298.21	9.16E-19
298.22	8.90E-19
298.23	8.72E-19
298.24	8.62E-19
298.24	8.52E-19
298.25	8.64E-19
298.26	8.48E-19
298.27	8.40E-19
298.28	8.50E-19
298.28	8.48E-19
298.29	8.71E-19
298.30	8.80E-19
298.31	8.75E-19
298.32	8.50E-19
298.33	8.51E-19
298.33	8.85E-19
298.34	8.83E-19
298.35	8.73E-19
298.36	8.74E-19
298.37	8.76E-19
298.37	8.71E-19
298.38	8.57E-19
298.39	8.36E-19
298.40	8.11E-19
298.41	7.94E-19
298.42	7.88E-19
298.42	7.79E-19
298.43	7.76E-19
298.44	7.73E-19
298.45	7.79E-19
298.46	8.28E-19
298.46	8.10E-19
298.47	7.59E-19
298.48	7.57E-19
298.49	7.67E-19
298.50	7.82E-19
298.51	7.56E-19
298.51	7.31E-19
298.52	6.94E-19
298.53	6.79E-19
298.54	6.99E-19
298.55	6.80E-19
298.56	6.61E-19
298.56	6.62E-19
298.57	6.59E-19
298.58	6.58E-19
298.59	6.53E-19
298.60	6.48E-19
298.60	6.64E-19
298.61	6.46E-19
298.62	6.30E-19
298.63	6.27E-19
298.64	5.99E-19
298.65	6.04E-19
298.65	5.96E-19
298.66	5.81E-19
298.67	5.67E-19
298.68	5.51E-19
298.69	5.53E-19
298.69	5.57E-19
298.70	5.66E-19
298.71	5.50E-19
298.72	5.35E-19
298.73	5.44E-19
298.74	5.34E-19
298.74	5.13E-19
298.75	5.14E-19
298.76	5.16E-19
298.77	5.09E-19
298.78	5.05E-19
298.79	4.96E-19
298.79	4.89E-19
298.80	4.87E-19
298.81	4.89E-19
298.82	4.84E-19
298.83	4.66E-19
298.83	4.73E-19
298.84	4.60E-19
298.85	4.49E-19
298.86	4.68E-19
298.87	4.65E-19
298.88	4.48E-19
298.88	4.32E-19
298.89	4.27E-19
298.90	4.29E-19
298.91	4.22E-19
298.92	4.14E-19
298.92	4.18E-19
298.93	4.24E-19
298.94	4.22E-19
298.95	4.16E-19
298.96	4.12E-19
298.97	4.03E-19
298.97	4.03E-19
298.98	3.99E-19
298.99	3.82E-19
299.00	3.95E-19
299.01	3.90E-19
299.01	3.83E-19
299.02	3.91E-19
299.03	3.88E-19
299.04	3.84E-19
299.05	3.71E-19
299.06	3.59E-19
299.06	3.48E-19
299.07	3.45E-19
299.08	3.48E-19
299.09	3.45E-19
299.10	3.45E-19
299.11	3.45E-19
299.11	3.44E-19
299.12	3.46E-19
299.13	3.43E-19
299.14	3.41E-19
299.15	3.31E-19
299.15	3.20E-19
299.16	3.22E-19
299.17	3.23E-19
299.18	3.51E-19
299.19	3.44E-19
299.20	3.25E-19
299.20	3.23E-19
299.21	3.09E-19
299.22	3.02E-19
299.23	2.92E-19
299.24	2.93E-19
299.24	2.99E-19
299.25	2.94E-19
299.26	2.93E-19
299.27	2.95E-19
299.28	2.87E-19
299.29	2.81E-19
299.29	2.75E-19
299.30	2.76E-19
299.31	2.83E-19
299.32	2.76E-19
299.33	2.79E-19
299.34	2.84E-19
299.34	2.76E-19
299.35	2.80E-19
299.36	2.91E-19
299.37	2.93E-19
299.38	2.97E-19
299.38	2.98E-19
299.39	2.93E-19
299.40	2.90E-19
299.41	2.92E-19
299.42	2.95E-19
299.43	2.95E-19
299.43	2.94E-19
299.44	2.97E-19
299.45	2.97E-19
299.46	2.88E-19
299.47	2.79E-19
299.47	2.71E-19
299.48	2.77E-19
299.49	2.93E-19
299.50	2.92E-19
299.51	2.83E-19
299.52	2.86E-19
299.52	2.90E-19
299.53	2.87E-19
299.54	2.93E-19
299.55	3.00E-19
299.56	3.01E-19
299.57	3.06E-19
299.57	3.05E-19
299.58	3.02E-19
299.59	3.08E-19
299.60	3.08E-19
299.61	3.02E-19
299.61	3.06E-19
299.62	3.10E-19
299.63	3.24E-19
299.64	3.35E-19
299.65	3.35E-19
299.66	3.43E-19
299.66	3.21E-19
299.67	3.29E-19
299.68	3.31E-19
299.69	3.17E-19
299.70	3.27E-19
299.70	3.28E-19
299.71	3.39E-19
299.72	3.45E-19
299.73	3.44E-19
299.74	3.52E-19
299.75	3.52E-19
299.75	3.45E-19
299.76	3.48E-19
299.77	3.56E-19
299.78	3.74E-19
299.79	3.87E-19
299.79	4.31E-19
299.80	4.93E-19
299.81	4.78E-19
299.82	5.56E-19
299.83	6.59E-19
299.84	6.35E-19
299.84	6.19E-19
299.85	6.32E-19
299.86	6.42E-19
299.87	6.36E-19
299.88	6.48E-19
299.89	6.82E-19
299.89	7.07E-19
299.90	7.48E-19
299.91	7.87E-19
299.92	7.58E-19
299.93	7.60E-19
299.93	8.84E-19
299.94	9.41E-19
299.95	9.95E-19
299.96	1.13E-18
299.97	1.09E-18
299.98	1.08E-18
299.98	1.12E-18
299.99	1.19E-18
300.00	1.26E-18
300.01	1.26E-18
300.02	1.32E-18
300.02	1.24E-18
300.03	1.16E-18
300.04	1.24E-18
300.05	1.25E-18
300.06	1.18E-18
300.07	1.21E-18
300.07	1.18E-18
300.08	1.08E-18
300.09	1.12E-18
300.10	1.16E-18
300.11	1.08E-18
300.12	1.08E-18
300.12	1.17E-18
300.13	1.13E-18
300.14	1.06E-18
300.15	1.00E-18
300.16	9.50E-19
300.16	9.44E-19
300.17	9.18E-19
300.18	8.93E-19
300.19	9.36E-19
300.20	1.01E-18
300.21	1.04E-18
300.21	1.01E-18
300.22	9.45E-19
300.23	8.82E-19
300.24	8.91E-19
300.25	9.49E-19
300.25	8.94E-19
300.26	8.35E-19
300.27	8.33E-19
300.28	8.30E-19
300.29	8.59E-19
300.30	9.09E-19
300.30	9.29E-19
300.31	8.51E-19
300.32	7.85E-19
300.33	7.68E-19
300.34	7.78E-19
300.34	8.08E-19
300.35	8.05E-19
300.36	7.66E-19
300.37	7.70E-19
300.38	7.53E-19
300.39	6.89E-19
300.39	7.05E-19
300.40	7.41E-19
300.41	7.58E-19
300.42	7.55E-19
300.43	7.30E-19
300.44	6.92E-19
300.44	6.73E-19
300.45	7.11E-19
300.46	7.28E-19
300.47	6.95E-19
300.48	6.64E-19
300.48	6.53E-19
300.49	6.36E-19
300.50	6.03E-19
300.51	5.76E-19
300.52	5.79E-19
300.53	5.99E-19
300.53	6.12E-19
300.54	6.06E-19
300.55	6.03E-19
300.56	6.19E-19
300.57	5.94E-19
300.57	5.71E-19
300.58	5.85E-19
300.59	5.83E-19
300.60	5.46E-19
300.61	5.32E-19
300.62	5.59E-19
300.62	5.52E-19
300.63	5.10E-19
300.64	4.91E-19
300.65	4.87E-19
300.66	4.74E-19
300.67	4.78E-19
300.67	4.73E-19
300.68	4.64E-19
300.69	4.77E-19
300.70	5.09E-19
300.71	5.04E-19
300.71	4.69E-19
300.72	4.76E-19
300.73	4.60E-19
300.74	4.61E-19
300.75	4.82E-19
300.76	4.74E-19
300.76	4.57E-19
300.77	4.37E-19
300.78	4.15E-19
300.79	4.09E-19
300.80	4.01E-19
300.80	3.88E-19
300.81	3.96E-19
300.82	3.89E-19
300.83	3.83E-19
300.84	3.65E-19
300.85	3.84E-19
300.85	4.17E-19
300.86	4.10E-19
300.87	3.97E-19
300.88	3.77E-19
300.89	3.73E-19
300.89	3.70E-19
300.90	3.76E-19
300.91	3.97E-19
300.92	3.99E-19
300.93	3.85E-19
300.94	3.99E-19
300.94	3.93E-19
300.95	3.60E-19
300.96	3.48E-19
300.97	3.39E-19
300.98	3.26E-19
300.99	3.18E-19
300.99	3.20E-19
301.00	3.23E-19
301.01	3.33E-19
301.02	3.36E-19
301.03	3.28E-19
301.03	3.15E-19
301.04	3.07E-19
301.05	3.02E-19
301.06	2.96E-19
301.07	2.99E-19
301.08	3.22E-19
301.08	3.40E-19
301.09	3.38E-19
301.10	3.26E-19
301.11	3.23E-19
301.12	3.29E-19
301.12	3.02E-19
301.13	2.81E-19
301.14	2.76E-19
